Habit,Date,Value,Unit,Memo,Tag,Habit Type
Cold Shower,2023-06-26,1,count,,,Build
Cold Shower,2023-06-27,1,count,,,Build
Cold Shower,2023-06-28,1,count,,,Build
Cold Shower,2023-06-29,1,count,,,Build
Cold Shower,2023-06-30,1,count,,,Build
Cold Shower,2023-07-02,1,count,,,Build
Cold Shower,2023-07-04,1,count,,,Build
Cold Shower,2023-07-05,1,count,,,Build
Cold Shower,2023-07-06,1,count,,,Build
Cold Shower,2023-07-07,1,count,,,Build
Cold Shower,2023-07-08,1,count,,,Build
Cold Shower,2023-07-09,1,count,,,Build
Cold Shower,2023-07-10,1,count,,,Build
Cold Shower,2023-07-11,1,count,,,Build
Cold Shower,2023-07-12,1,count,,,Build
Cold Shower,2023-07-13,1,count,,,Build
Cold Shower,2023-07-14,1,count,,,Build
Cold Shower,2023-07-15,1,count,,,Build
Cold Shower,2023-07-16,1,count,,,Build
Cold Shower,2023-07-17,1,count,,,Build
Cold Shower,2023-07-18,1,count,,,Build
Cold Shower,2023-07-19,1,count,,,Build
Cold Shower,2023-07-20,1,count,,,Build
Cold Shower,2023-07-23,1,count,,,Build
Cold Shower,2023-07-24,1,count,,,Build
Cold Shower,2023-07-25,1,count,,,Build
Cold Shower,2023-07-27,1,count,,,Build
Cold Shower,2023-07-29,1,count,,,Build
Cold Shower,2023-08-01,1,count,,,Build
Cold Shower,2023-08-02,1,count,,,Build
Cold Shower,2023-08-03,1,count,,,Build
Cold Shower,2023-08-04,1,count,,,Build
Cold Shower,2023-08-05,1,count,,,Build
Cold Shower,2023-08-06,1,count,,,Build
Cold Shower,2023-08-07,1,count,,,Build
Cold Shower,2023-08-08,1,count,,,Build
Cold Shower,2023-08-09,1,count,,,Build
Cold Shower,2023-08-10,2,count,,,Build
Cold Shower,2023-08-11,1,count,,,Build
Cold Shower,2023-08-12,1,count,,,Build
Cold Shower,2023-08-13,1,count,,,Build
Cold Shower,2023-08-14,1,count,,,Build
Cold Shower,2023-08-15,1,count,,,Build
Cold Shower,2023-08-16,1,count,,,Build
Cold Shower,2023-08-17,1,count,,,Build
Cold Shower,2023-08-18,1,count,,,Build
Cold Shower,2023-08-19,1,count,,,Build
Cold Shower,2023-08-20,1,count,,,Build
Cold Shower,2023-08-21,1,count,,,Build
Cold Shower,2023-08-22,1,count,,,Build
Cold Shower,2023-08-23,1,count,,,Build
Cold Shower,2023-08-24,1,count,,,Build
Cold Shower,2023-08-25,1,count,,,Build
Cold Shower,2023-08-27,1,count,,,Build
Cold Shower,2023-08-28,1,count,,,Build
Cold Shower,2023-08-29,1,count,,,Build
Cold Shower,2023-08-31,1,count,,,Build
Cold Shower,2023-09-01,1,count,,,Build
Cold Shower,2023-08-01,1,count,,,Build
Cold Shower,2023-08-02,1,count,,,Build
Cold Shower,2023-08-03,1,count,,,Build
Cold Shower,2023-08-04,1,count,,,Build
Cold Shower,2023-08-05,1,count,,,Build
Cold Shower,2023-08-06,1,count,,,Build
Cold Shower,2023-08-07,1,count,,,Build
Cold Shower,2023-08-08,1,count,,,Build
Cold Shower,2023-08-09,1,count,,,Build
Cold Shower,2023-08-10,2,count,,,Build
Cold Shower,2023-08-11,1,count,,,Build
Cold Shower,2023-08-12,1,count,,,Build
Cold Shower,2023-08-13,1,count,,,Build
Cold Shower,2023-08-14,1,count,,,Build
Cold Shower,2023-08-15,1,count,,,Build
Cold Shower,2023-08-16,1,count,,,Build
Cold Shower,2023-08-17,1,count,,,Build
Cold Shower,2023-08-18,1,count,,,Build
Cold Shower,2023-08-19,1,count,,,Build
Cold Shower,2023-08-20,1,count,,,Build
Cold Shower,2023-08-21,1,count,,,Build
Cold Shower,2023-08-22,1,count,,,Build
Cold Shower,2023-08-23,1,count,,,Build
Cold Shower,2023-08-24,1,count,,,Build
Cold Shower,2023-08-25,1,count,,,Build
Cold Shower,2023-08-27,1,count,,,Build
Cold Shower,2023-08-28,1,count,,,Build
Cold Shower,2023-08-29,1,count,,,Build
Cold Shower,2023-08-31,1,count,,,Build
Cold Shower,2023-09-01,1,count,,,Build
Read or Write,2022-07-20,20,min,,,Build
Read or Write,2022-07-21,20,min,,,Build
Read or Write,2022-07-22,20,min,,,Build
Read or Write,2022-07-24,20,min,,,Build
Read or Write,2022-07-25,20,min,,,Build
Read or Write,2022-07-27,20,min,,,Build
Read or Write,2022-07-28,20,min,,,Build
Read or Write,2022-08-03,8.33,min,,,Build
Read or Write,2023-02-06,32,min,,,Build
Read or Write,2023-02-07,60,min,,,Build
Read or Write,2023-02-09,66,min,,,Build
Read or Write,2023-02-11,28,min,,,Build
Read or Write,2023-02-12,45,min,,,Build
Read or Write,2023-02-13,30,min,,,Build
Read or Write,2023-02-14,13,min,,,Build
Read or Write,2023-02-15,29,min,,,Build
Read or Write,2023-02-16,47,min,,,Build
Read or Write,2023-02-19,36,min,,,Build
Read or Write,2023-02-23,25,min,,,Build
Read or Write,2023-02-24,32,min,,,Build
Read or Write,2023-02-26,20,min,,,Build
Read or Write,2023-02-28,30,min,,,Build
Read or Write,2023-03-01,24,min,,,Build
Read or Write,2023-03-02,41,min,,,Build
Read or Write,2023-03-04,54,min,,,Build
Read or Write,2023-03-05,83,min,,,Build
Read or Write,2023-03-06,60,min,,,Build
Read or Write,2023-03-07,40,min,,,Build
Read or Write,2023-03-08,32,min,,,Build
Read or Write,2023-03-10,87,min,,,Build
Read or Write,2023-03-11,40,min,,,Build
Read or Write,2023-03-12,17,min,,,Build
Read or Write,2023-03-13,88,min,,,Build
Read or Write,2023-03-14,23,min,,,Build
Read or Write,2023-03-15,45,min,,,Build
Read or Write,2023-03-17,25,min,,,Build
Read or Write,2023-03-18,64,min,,,Build
Read or Write,2023-03-19,34,min,,,Build
Read or Write,2023-03-20,20,min,,,Build
Read or Write,2023-03-21,8,min,,,Build
Read or Write,2023-03-22,16,min,,,Build
Read or Write,2023-03-23,15,min,,,Build
Read or Write,2023-03-24,49,min,,,Build
Read or Write,2023-03-25,30,min,,,Build
Read or Write,2023-03-26,22,min,,,Build
Read or Write,2023-03-27,21,min,,,Build
Read or Write,2023-03-28,45,min,,,Build
Read or Write,2023-03-29,55,min,,,Build
Read or Write,2023-03-30,25,min,,,Build
Read or Write,2023-04-01,69,min,,,Build
Read or Write,2023-04-02,26,min,,,Build
Read or Write,2023-04-03,20,min,,,Build
Read or Write,2023-04-04,15,min,,,Build
Read or Write,2023-04-05,49,min,,,Build
Read or Write,2023-04-06,62,min,,,Build
Read or Write,2023-04-07,10,min,,,Build
Read or Write,2023-04-08,28,min,,,Build
Read or Write,2023-04-09,22,min,,,Build
Read or Write,2023-04-10,55,min,,,Build
Read or Write,2023-04-11,85,min,,,Build
Read or Write,2023-04-12,29,min,,,Build
Read or Write,2023-04-13,31,min,,,Build
Read or Write,2023-04-14,26,min,,,Build
Read or Write,2023-04-15,91,min,,,Build
Read or Write,2023-04-16,45,min,,,Build
Read or Write,2023-04-17,40,min,,,Build
Read or Write,2023-04-18,30,min,,,Build
Read or Write,2023-04-19,50,min,,,Build
Read or Write,2023-04-20,60,min,,,Build
Read or Write,2023-04-21,42,min,,,Build
Read or Write,2023-04-22,22.5,min,,,Build
Read or Write,2023-04-23,21,min,,,Build
Read or Write,2023-04-24,30,min,,,Build
Read or Write,2023-04-25,23,min,,,Build
Read or Write,2023-04-26,23,min,,,Build
Read or Write,2023-04-28,46,min,,,Build
Read or Write,2023-04-29,145,min,,,Build
Read or Write,2023-04-30,60,min,,,Build
Read or Write,2023-05-01,20,min,,,Build
Read or Write,2023-05-02,23,min,,,Build
Read or Write,2023-05-03,44,min,,,Build
Read or Write,2023-05-04,30,min,,,Build
Read or Write,2023-05-05,30,min,,,Build
Read or Write,2023-05-06,54,min,,,Build
Read or Write,2023-05-07,20,min,,,Build
Read or Write,2023-05-08,30,min,,,Build
Read or Write,2023-05-09,38,min,,,Build
Read or Write,2023-05-12,73,min,,,Build
Read or Write,2023-05-13,18,min,,,Build
Read or Write,2023-05-14,78,min,,,Build
Read or Write,2023-05-15,5,min,,,Build
Read or Write,2023-05-16,110,min,,,Build
Read or Write,2023-05-17,90,min,,,Build
Read or Write,2023-05-19,65,min,,,Build
Read or Write,2023-05-20,42,min,,,Build
Read or Write,2023-05-22,25,min,,,Build
Read or Write,2023-05-23,74,min,,,Build
Read or Write,2023-05-24,54,min,,,Build
Read or Write,2023-05-25,32,min,,,Build
Read or Write,2023-05-26,35,min,,,Build
Read or Write,2023-05-27,80,min,,,Build
Read or Write,2023-05-28,110,min,,,Build
Read or Write,2023-05-29,130,min,,,Build
Read or Write,2023-05-31,15,min,,,Build
Read or Write,2023-06-02,20,min,,,Build
Read or Write,2023-06-04,90,min,,,Build
Read or Write,2023-06-06,0,min,,,Build
Read or Write,2023-06-07,30,min,,,Build
Read or Write,2023-06-09,30,min,,,Build
Read or Write,2023-06-10,30,min,,,Build
Read or Write,2023-06-11,20,min,,,Build
Read or Write,2023-06-12,56,min,,,Build
Read or Write,2023-06-13,100,min,,,Build
Read or Write,2023-06-14,8.5,min,,,Build
Read or Write,2023-06-17,25,min,,,Build
Read or Write,2023-06-24,20,min,,,Build
Read or Write,2023-06-25,40,min,,,Build
Read or Write,2023-06-26,20,min,,,Build
Read or Write,2023-06-27,20,min,,,Build
Read or Write,2023-07-01,25,min,,,Build
Read or Write,2023-07-02,35,min,,,Build
Read or Write,2023-07-03,35,min,,,Build
Read or Write,2023-07-04,55,min,,,Build
Read or Write,2023-07-05,10,min,,,Build
Read or Write,2023-07-06,20,min,,,Build
Read or Write,2023-07-08,11,min,,,Build
Read or Write,2023-07-09,145,min,,,Build
Read or Write,2023-07-10,20,min,,,Build
Read or Write,2023-07-11,5,min,,,Build
Read or Write,2023-07-12,8,min,,,Build
Read or Write,2023-07-13,20,min,,,Build
Read or Write,2023-07-14,20,min,,,Build
Read or Write,2023-07-15,30,min,,,Build
Read or Write,2023-07-16,30,min,,,Build
Read or Write,2023-07-18,22,min,,,Build
Read or Write,2023-07-23,45,min,,,Build
Read or Write,2023-07-29,40,min,,,Build
Read or Write,2023-08-02,10,min,,,Build
Read or Write,2023-08-05,20,min,,,Build
Read or Write,2023-08-06,30,min,,,Build
Read or Write,2023-08-08,65,min,,,Build
Read or Write,2023-08-10,30,min,,,Build
Read or Write,2023-08-11,45,min,,,Build
Read or Write,2023-08-12,30,min,,,Build
Read or Write,2023-08-13,35,min,,,Build
Read or Write,2023-08-17,45,min,,,Build
Read or Write,2023-08-18,65,min,,,Build
Read or Write,2023-08-21,60,min,,,Build
Read or Write,2023-08-22,12,min,,,Build
Read or Write,2023-08-23,40,min,,,Build
Read or Write,2023-08-24,58,min,,,Build
Read or Write,2023-08-25,41,min,,,Build
Read or Write,2023-08-28,30,min,,,Build
Read or Write,2023-08-29,89,min,,,Build
Read or Write,2023-08-31,10,min,,,Build
Read or Write,2023-09-01,38,min,,,Build
Read or Write,2023-08-02,10,min,,,Build
Read or Write,2023-08-05,20,min,,,Build
Read or Write,2023-08-06,30,min,,,Build
Read or Write,2023-08-08,65,min,,,Build
Read or Write,2023-08-10,30,min,,,Build
Read or Write,2023-08-11,45,min,,,Build
Read or Write,2023-08-12,30,min,,,Build
Read or Write,2023-08-13,35,min,,,Build
Read or Write,2023-08-17,45,min,,,Build
Read or Write,2023-08-18,65,min,,,Build
Read or Write,2023-08-21,60,min,,,Build
Read or Write,2023-08-22,12,min,,,Build
Read or Write,2023-08-23,40,min,,,Build
Read or Write,2023-08-24,58,min,,,Build
Read or Write,2023-08-25,41,min,,,Build
Read or Write,2023-08-28,30,min,,,Build
Read or Write,2023-08-29,89,min,,,Build
Read or Write,2023-08-31,10,min,,,Build
Read or Write,2023-09-01,38,min,,,Build
Exercise,2023-02-06,30,min,,,Build
Exercise,2023-02-07,30,min,,,Build
Exercise,2023-02-08,80,min,,,Build
Exercise,2023-02-09,50,min,,,Build
Exercise,2023-02-11,30,min,,,Build
Exercise,2023-02-12,60,min,,,Build
Exercise,2023-02-13,30,min,,,Build
Exercise,2023-02-14,30,min,,,Build
Exercise,2023-02-15,55,min,,,Build
Exercise,2023-02-16,30,min,,,Build
Exercise,2023-02-18,60,min,,,Build
Exercise,2023-02-19,30,min,,,Build
Exercise,2023-02-20,30,min,,,Build
Exercise,2023-02-21,30,min,,,Build
Exercise,2023-02-22,30,min,,,Build
Exercise,2023-02-23,62,min,,,Build
Exercise,2023-02-24,30,min,,,Build
Exercise,2023-02-26,30,min,,,Build
Exercise,2023-02-27,32,min,,,Build
Exercise,2023-02-28,30,min,,,Build
Exercise,2023-03-01,30,min,,,Build
Exercise,2023-03-02,50,min,,,Build
Exercise,2023-03-03,58,min,,,Build
Exercise,2023-03-04,30,min,,,Build
Exercise,2023-03-05,30,min,,,Build
Exercise,2023-03-06,55,min,,,Build
Exercise,2023-03-07,60,min,,,Build
Exercise,2023-03-08,55,min,,,Build
Exercise,2023-03-09,45,min,,,Build
Exercise,2023-03-10,30,min,,,Build
Exercise,2023-03-11,30,min,,,Build
Exercise,2023-03-12,75,min,,,Build
Exercise,2023-03-13,31,min,,,Build
Exercise,2023-03-14,70,min,,,Build
Exercise,2023-03-15,55,min,,,Build
Exercise,2023-03-16,60,min,,,Build
Exercise,2023-03-17,30,min,,,Build
Exercise,2023-03-18,93,min,,,Build
Exercise,2023-03-19,60,min,,,Build
Exercise,2023-03-20,55,min,,,Build
Exercise,2023-03-22,31,min,,,Build
Exercise,2023-03-23,50,min,,,Build
Exercise,2023-03-24,45,min,,,Build
Exercise,2023-03-25,50,min,,,Build
Exercise,2023-03-26,125,min,,,Build
Exercise,2023-03-27,30,min,,,Build
Exercise,2023-03-28,45,min,,,Build
Exercise,2023-03-29,30,min,,,Build
Exercise,2023-03-30,50,min,,,Build
Exercise,2023-03-31,70,min,,,Build
Exercise,2023-04-02,35,min,,,Build
Exercise,2023-04-03,60,min,,,Build
Exercise,2023-04-04,150,min,,,Build
Exercise,2023-04-05,55,min,,,Build
Exercise,2023-04-06,30,min,,,Build
Exercise,2023-04-07,60,min,,,Build
Exercise,2023-04-08,60,min,,,Build
Exercise,2023-04-10,30,min,,,Build
Exercise,2023-04-11,60,min,,,Build
Exercise,2023-04-12,60,min,,,Build
Exercise,2023-04-13,55,min,,,Build
Exercise,2023-04-15,60,min,,,Build
Exercise,2023-04-17,45,min,,,Build
Exercise,2023-04-18,60,min,,,Build
Exercise,2023-04-19,50,min,,,Build
Exercise,2023-04-22,65,min,,,Build
Exercise,2023-04-24,65,min,,,Build
Exercise,2023-04-25,30,min,,,Build
Exercise,2023-04-26,55,min,,,Build
Exercise,2023-04-27,50,min,,,Build
Exercise,2023-04-28,30,min,,,Build
Exercise,2023-04-29,60,min,,,Build
Exercise,2023-04-30,30,min,,,Build
Exercise,2023-05-01,60,min,,,Build
Exercise,2023-05-02,30,min,,,Build
Exercise,2023-05-03,30,min,,,Build
Exercise,2023-05-04,30,min,,,Build
Exercise,2023-05-05,30,min,,,Build
Exercise,2023-05-07,60,min,,,Build
Exercise,2023-05-08,170,min,,,Build
Exercise,2023-05-10,90,min,,,Build
Exercise,2023-05-11,45,min,,,Build
Exercise,2023-05-12,90,min,,,Build
Exercise,2023-05-14,30,min,,,Build
Exercise,2023-05-15,45,min,,,Build
Exercise,2023-05-17,30,min,,,Build
Exercise,2023-05-18,30,min,,,Build
Exercise,2023-05-19,60,min,,,Build
Exercise,2023-05-21,60,min,,,Build
Exercise,2023-05-23,150,min,,,Build
Exercise,2023-05-24,30,min,,,Build
Exercise,2023-05-25,55,min,,,Build
Exercise,2023-05-27,60,min,,,Build
Exercise,2023-05-28,60,min,,,Build
Exercise,2023-05-30,30,min,,,Build
Exercise,2023-05-31,30,min,,,Build
Exercise,2023-06-01,30,min,,,Build
Exercise,2023-06-02,30,min,,,Build
Exercise,2023-06-03,30,min,,,Build
Exercise,2023-06-04,30,min,,,Build
Exercise,2023-06-05,40,min,,,Build
Exercise,2023-06-06,30,min,,,Build
Exercise,2023-06-07,35,min,,,Build
Exercise,2023-06-08,45,min,,,Build
Exercise,2023-06-12,30,min,,,Build
Exercise,2023-06-13,30,min,,,Build
Exercise,2023-06-14,90,min,,,Build
Exercise,2023-06-15,30,min,,,Build
Exercise,2023-06-17,35,min,,,Build
Exercise,2023-06-20,60,min,,,Build
Exercise,2023-06-25,40,min,,,Build
Exercise,2023-06-26,30,min,,,Build
Exercise,2023-06-27,40,min,,,Build
Exercise,2023-06-28,65,min,,,Build
Exercise,2023-06-29,75,min,,,Build
Exercise,2023-06-30,65,min,,,Build
Exercise,2023-07-02,45,min,,,Build
Exercise,2023-07-03,45,min,,,Build
Exercise,2023-07-04,30,min,,,Build
Exercise,2023-07-05,60,min,,,Build
Exercise,2023-07-07,30,min,,,Build
Exercise,2023-07-08,100,min,,,Build
Exercise,2023-07-09,30,min,,,Build
Exercise,2023-07-10,60,min,,,Build
Exercise,2023-07-11,30,min,,,Build
Exercise,2023-07-12,30,min,,,Build
Exercise,2023-07-13,65,min,,,Build
Exercise,2023-07-14,70,min,,,Build
Exercise,2023-07-15,30,min,,,Build
Exercise,2023-07-16,55,min,,,Build
Exercise,2023-07-17,30,min,,,Build
Exercise,2023-07-18,30,min,,,Build
Exercise,2023-07-19,30,min,,,Build
Exercise,2023-07-20,30,min,,,Build
Exercise,2023-07-23,90,min,,,Build
Exercise,2023-07-24,30,min,,,Build
Exercise,2023-07-25,30,min,,,Build
Exercise,2023-07-27,30,min,,,Build
Exercise,2023-07-29,60,min,,,Build
Exercise,2023-08-01,75,min,,,Build
Exercise,2023-08-02,30,min,,,Build
Exercise,2023-08-03,30,min,,,Build
Exercise,2023-08-04,30,min,,,Build
Exercise,2023-08-05,165,min,,,Build
Exercise,2023-08-06,80,min,,,Build
Exercise,2023-08-07,30,min,,,Build
Exercise,2023-08-08,30,min,,,Build
Exercise,2023-08-09,30,min,,,Build
Exercise,2023-08-10,45,min,,,Build
Exercise,2023-08-11,60,min,,,Build
Exercise,2023-08-12,65,min,,,Build
Exercise,2023-08-13,80,min,,,Build
Exercise,2023-08-14,60,min,,,Build
Exercise,2023-08-15,30,min,,,Build
Exercise,2023-08-16,30,min,,,Build
Exercise,2023-08-17,30,min,,,Build
Exercise,2023-08-18,120,min,,,Build
Exercise,2023-08-19,50,min,,,Build
Exercise,2023-08-20,30,min,,,Build
Exercise,2023-08-21,30,min,,,Build
Exercise,2023-08-22,65,min,,,Build
Exercise,2023-08-23,30,min,,,Build
Exercise,2023-08-24,30,min,,,Build
Exercise,2023-08-25,30,min,,,Build
Exercise,2023-08-27,70,min,,,Build
Exercise,2023-08-28,30,min,,,Build
Exercise,2023-08-29,30,min,,,Build
Exercise,2023-08-30,45,min,,,Build
Exercise,2023-08-31,60,min,,,Build
Exercise,2023-09-01,60,min,,,Build
Exercise,2023-08-01,75,min,,,Build
Exercise,2023-08-02,30,min,,,Build
Exercise,2023-08-03,30,min,,,Build
Exercise,2023-08-04,30,min,,,Build
Exercise,2023-08-05,165,min,,,Build
Exercise,2023-08-06,80,min,,,Build
Exercise,2023-08-07,30,min,,,Build
Exercise,2023-08-08,30,min,,,Build
Exercise,2023-08-09,30,min,,,Build
Exercise,2023-08-10,45,min,,,Build
Exercise,2023-08-11,60,min,,,Build
Exercise,2023-08-12,65,min,,,Build
Exercise,2023-08-13,80,min,,,Build
Exercise,2023-08-14,60,min,,,Build
Exercise,2023-08-15,30,min,,,Build
Exercise,2023-08-16,30,min,,,Build
Exercise,2023-08-17,30,min,,,Build
Exercise,2023-08-18,120,min,,,Build
Exercise,2023-08-19,50,min,,,Build
Exercise,2023-08-20,30,min,,,Build
Exercise,2023-08-21,30,min,,,Build
Exercise,2023-08-22,65,min,,,Build
Exercise,2023-08-23,30,min,,,Build
Exercise,2023-08-24,30,min,,,Build
Exercise,2023-08-25,30,min,,,Build
Exercise,2023-08-27,70,min,,,Build
Exercise,2023-08-28,30,min,,,Build
Exercise,2023-08-29,30,min,,,Build
Exercise,2023-08-30,45,min,,,Build
Exercise,2023-08-31,60,min,,,Build
Exercise,2023-09-01,60,min,,,Build